Building,Hour_0,Hour_1,Hour_2,Hour_3,Hour_4,Hour_5,Hour_6,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Hour_19,Hour_20,Hour_21,Hour_22,Hour_23
B139,0.408,0.353,0.52,0.7,0.7,0.627,0.7,0.7,0.7,0.496,0.622,0.424,0.432,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.303,0.435
B140,0.486,0.553,0.61,0.7,0.7,0.7,0.7,0.686,0.68,0.675,0.46,0.367,0.342,0.252,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.378,0.479
B141,0.457,0.488,0.647,0.596,0.7,0.7,0.699,0.648,0.575,0.7,0.52,0.522,0.284,0.297,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.4
B142,0.333,0.562,0.579,0.7,0.597,0.7,0.7,0.7,0.7,0.577,0.693,0.523,0.356,0.328,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.212,0.3,0.535
B143,0.364,0.351,0.548,0.541,0.527,0.7,0.7,0.7,0.658,0.7,0.467,0.373,0.351,0.225,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.283,0.464
B144,0.451,0.518,0.645,0.688,0.631,0.7,0.7,0.7,0.7,0.654,0.432,0.573,0.405,0.276,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.316,0.348
B145,0.416,0.585,0.659,0.7,0.671,0.674,0.7,0.7,0.586,0.678,0.526,0.444,0.411,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.251,0.417
B146,0.325,0.568,0.578,0.7,0.7,0.7,0.7,0.582,0.579,0.647,0.452,0.49,0.461,0.292,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.261,0.32,0.344
B147,0.475,0.503,0.7,0.7,0.7,0.651,0.7,0.562,0.7,0.7,0.688,0.58,0.233,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.347,0.428
B148,0.535,0.47,0.576,0.7,0.7,0.7,0.7,0.584,0.634,0.615,0.579,0.347,0.324,0.325,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.215,0.321,0.331
B149,0.373,0.538,0.522,0.7,0.7,0.7,0.656,0.7,0.664,0.7,0.391,0.457,0.346,0.218,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.24,0.361,0.39
B150,0.351,0.483,0.644,0.665,0.7,0.7,0.7,0.7,0.65,0.637,0.537,0.51,0.277,0.252,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.313,0.46
B151,0.351,0.498,0.546,0.664,0.658,0.634,0.7,0.7,0.7,0.7,0.576,0.404,0.359,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.263,0.432
B152,0.362,0.403,0.457,0.7,0.7,0.7,0.7,0.621,0.7,0.565,0.437,0.423,0.46,0.202,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.339,0.378
B153,0.43,0.594,0.7,0.679,0.7,0.699,0.602,0.648,0.667,0.685,0.598,0.591,0.351,0.209,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.258,0.313
B154,0.451,0.442,0.603,0.658,0.642,0.695,0.7,0.7,0.7,0.552,0.614,0.371,0.365,0.212,0.227,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.224,0.295
B155,0.491,0.559,0.7,0.563,0.7,0.7,0.7,0.7,0.7,0.7,0.624,0.435,0.33,0.276,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.325,0.4
B156,0.367,0.611,0.7,0.562,0.7,0.7,0.659,0.575,0.605,0.643,0.418,0.535,0.342,0.263,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.266,0.361,0.287
B157,0.314,0.408,0.675,0.682,0.7,0.7,0.7,0.7,0.641,0.7,0.472,0.345,0.258,0.212,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.301,0.42
B158,0.324,0.435,0.669,0.7,0.675,0.7,0.7,0.7,0.7,0.646,0.571,0.593,0.283,0.266,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.208,0.263,0.312
B159,0.443,0.577,0.433,0.7,0.7,0.675,0.656,0.7,0.682,0.7,0.624,0.582,0.282,0.267,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.302,0.43
B160,0.339,0.621,0.694,0.7,0.698,0.7,0.7,0.664,0.587,0.468,0.574,0.403,0.411,0.251,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.386,0.462
B161,0.384,0.375,0.582,0.651,0.668,0.7,0.7,0.7,0.7,0.503,0.577,0.401,0.339,0.29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.318,0.338
B162,0.287,0.498,0.621,0.7,0.7,0.655,0.7,0.694,0.561,0.7,0.478,0.423,0.329,0.301,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.266,0.363,0.393
B163,0.435,0.531,0.653,0.7,0.7,0.7,0.7,0.7,0.564,0.7,0.529,0.497,0.362,0.216,0.227,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.226,0.373
B164,0.314,0.636,0.7,0.673,0.7,0.7,0.7,0.7,0.7,0.591,0.651,0.355,0.402,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.201,0.239,0.364
B165,0.397,0.427,0.478,0.662,0.7,0.7,0.607,0.7,0.604,0.52,0.653,0.46,0.265,0.226,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.317
B166,0.378,0.521,0.494,0.674,0.579,0.7,0.7,0.605,0.7,0.634,0.7,0.443,0.356,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0.212,0.359
B167,0.499,0.607,0.48,0.675,0.7,0.7,0.584,0.641,0.7,0.52,0.531,0.411,0.346,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.245,0.423
B168,0.42,0.38,0.451,0.685,0.7,0.696,0.7,0.693,0.7,0.7,0.537,0.353,0.344,0.23,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.323,0.353
B169,0.275,0.637,0.527,0.7,0.7,0.7,0.7,0.7,0.7,0.581,0.529,0.476,0.351,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.217,0.316,0.273
B170,0.504,0.438,0.7,0.7,0.655,0.679,0.7,0.7,0.7,0.537,0.449,0.559,0.415,0.274,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.217,0.357,0.35
B171,0.426,0.434,0.662,0.7,0.663,0.577,0.7,0.7,0.7,0.539,0.649,0.464,0.328,0.304,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.349,0.375
B172,0.355,0.588,0.7,0.566,0.7,0.7,0.7,0.7,0.549,0.518,0.567,0.434,0.407,0.238,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.347,0.492
B173,0.367,0.412,0.509,0.585,0.7,0.7,0.7,0.577,0.7,0.642,0.575,0.474,0.363,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.243,0.2,0.319
B174,0.473,0.466,0.56,0.556,0.7,0.7,0.7,0.7,0.692,0.527,0.572,0.413,0.343,0.237,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.243,0.326,0.45
B175,0.387,0.587,0.575,0.648,0.7,0.7,0.7,0.7,0.597,0.7,0.462,0.44,0.357,0.248,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.299,0.436
B176,0.493,0.465,0.495,0.7,0.567,0.7,0.7,0.7,0.543,0.501,0.486,0.507,0.397,0.2,0.203,0.2,0.2,0.2,0.2,0.2,0.2,0.215,0.348,0.424
B177,0.373,0.562,0.606,0.7,0.7,0.673,0.7,0.7,0.667,0.7,0.475,0.441,0.22,0.32,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.265,0.211,0.329
B178,0.443,0.66,0.604,0.533,0.659,0.7,0.623,0.7,0.7,0.671,0.518,0.461,0.261,0.246,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.207,0.28,0.495
B179,0.332,0.513,0.655,0.7,0.693,0.7,0.672,0.7,0.574,0.688,0.494,0.312,0.383,0.252,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.24,0.313,0.399
B180,0.286,0.372,0.616,0.7,0.602,0.7,0.7,0.7,0.7,0.491,0.568,0.527,0.418,0.246,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.239,0.378
B181,0.441,0.645,0.691,0.647,0.7,0.7,0.646,0.7,0.62,0.7,0.494,0.359,0.314,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.312,0.509
B182,0.431,0.452,0.692,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.55,0.492,0.321,0.207,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.255,0.224,0.388
B183,0.36,0.446,0.536,0.64,0.59,0.7,0.7,0.7,0.643,0.7,0.443,0.429,0.251,0.229,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.218,0.423
B184,0.453,0.425,0.7,0.7,0.665,0.64,0.673,0.599,0.57,0.692,0.46,0.381,0.456,0.222,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.219,0.314,0.389
B185,0.404,0.35,0.554,0.54,0.592,0.7,0.7,0.7,0.659,0.668,0.528,0.319,0.32,0.275,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.235,0.324,0.303
B186,0.451,0.58,0.493,0.7,0.686,0.7,0.659,0.7,0.666,0.7,0.491,0.439,0.414,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.337,0.345
B187,0.398,0.482,0.503,0.601,0.7,0.7,0.7,0.7,0.581,0.589,0.652,0.491,0.319,0.266,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.238,0.229,0.348
B188,0.464,0.525,0.582,0.7,0.7,0.7,0.7,0.7,0.697,0.525,0.458,0.408,0.379,0.27,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.216,0.27,0.403
B189,0.306,0.493,0.663,0.67,0.7,0.7,0.675,0.628,0.7,0.7,0.661,0.468,0.413,0.213,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.294,0.378
B190,0.416,0.54,0.521,0.505,0.625,0.7,0.693,0.7,0.65,0.7,0.467,0.44,0.399,0.305,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.373,0.473
B191,0.407,0.438,0.7,0.527,0.661,0.7,0.7,0.699,0.63,0.7,0.586,0.515,0.265,0.272,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.359,0.415
B192,0.436,0.637,0.54,0.532,0.7,0.7,0.7,0.7,0.7,0.591,0.493,0.537,0.389,0.226,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.213,0.315,0.347
B193,0.49,0.438,0.554,0.534,0.7,0.607,0.7,0.661,0.7,0.7,0.517,0.504,0.411,0.227,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.287,0.403
B194,0.495,0.64,0.495,0.7,0.694,0.7,0.7,0.7,0.7,0.578,0.674,0.371,0.365,0.313,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.263,0.292,0.343
B195,0.49,0.489,0.501,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.405,0.501,0.328,0.247,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.218,0.366,0.4
B196,0.321,0.425,0.7,0.595,0.7,0.7,0.69,0.619,0.7,0.7,0.529,0.436,0.336,0.213,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.292,0.413
B197,0.404,0.441,0.7,0.553,0.7,0.7,0.7,0.7,0.645,0.7,0.592,0.393,0.322,0.285,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.384,0.489
B198,0.451,0.413,0.484,0.504,0.7,0.7,0.7,0.675,0.7,0.61,0.515,0.53,0.423,0.215,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.27,0.244,0.386
B199,0.45,0.518,0.697,0.7,0.593,0.7,0.7,0.7,0.7,0.7,0.654,0.401,0.34,0.299,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.288,0.469
B200,0.344,0.468,0.496,0.61,0.564,0.666,0.7,0.652,0.695,0.563,0.7,0.545,0.385,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.234,0.218,0.475
B201,0.313,0.366,0.7,0.623,0.7,0.7,0.593,0.7,0.597,0.7,0.478,0.505,0.258,0.263,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.253,0.391
B202,0.372,0.428,0.638,0.554,0.7,0.7,0.7,0.7,0.7,0.535,0.549,0.333,0.338,0.222,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.209,0.321,0.315
B203,0.48,0.414,0.7,0.608,0.7,0.694,0.7,0.664,0.558,0.7,0.646,0.52,0.411,0.24,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.218,0.226,0.295
B204,0.374,0.481,0.589,0.7,0.7,0.7,0.7,0.7,0.588,0.614,0.687,0.338,0.272,0.283,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.231,0.317
B205,0.314,0.493,0.472,0.7,0.535,0.7,0.638,0.7,0.7,0.516,0.649,0.402,0.424,0.222,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.311,0.406
B206,0.524,0.561,0.673,0.7,0.594,0.69,0.7,0.681,0.7,0.7,0.533,0.445,0.474,0.225,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.323,0.362
B207,0.443,0.627,0.689,0.7,0.7,0.7,0.7,0.571,0.7,0.688,0.578,0.494,0.272,0.222,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.348,0.437
B208,0.528,0.449,0.612,0.7,0.7,0.7,0.7,0.7,0.609,0.548,0.467,0.355,0.383,0.208,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.347,0.459
B209,0.377,0.523,0.464,0.7,0.586,0.7,0.7,0.7,0.662,0.602,0.63,0.404,0.369,0.241,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.251,0.392
B210,0.296,0.492,0.645,0.7,0.7,0.7,0.7,0.7,0.7,0.657,0.488,0.39,0.35,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.222,0.356,0.511
B211,0.433,0.487,0.548,0.7,0.7,0.7,0.7,0.7,0.64,0.684,0.432,0.484,0.316,0.233,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.204,0.309,0.38
B212,0.465,0.422,0.559,0.643,0.7,0.63,0.7,0.7,0.682,0.475,0.7,0.426,0.376,0.227,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.33,0.276
B213,0.405,0.365,0.443,0.521,0.7,0.656,0.597,0.7,0.7,0.532,0.526,0.366,0.311,0.231,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.281,0.408,0.429
B214,0.459,0.531,0.504,0.7,0.7,0.7,0.7,0.698,0.668,0.7,0.391,0.426,0.435,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.392,0.392
B215,0.387,0.419,0.615,0.7,0.7,0.671,0.7,0.7,0.7,0.7,0.591,0.59,0.349,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.236,0.273,0.307
B216,0.405,0.408,0.568,0.7,0.629,0.7,0.659,0.637,0.636,0.691,0.506,0.473,0.257,0.224,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.266,0.213,0.482
B217,0.443,0.575,0.684,0.598,0.7,0.7,0.7,0.7,0.7,0.7,0.496,0.553,0.36,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.294,0.411
B218,0.473,0.452,0.7,0.577,0.7,0.7,0.7,0.7,0.7,0.7,0.525,0.336,0.311,0.265,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.32,0.339
B219,0.476,0.446,0.657,0.482,0.7,0.7,0.645,0.7,0.7,0.586,0.588,0.526,0.344,0.276,0.206,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.315,0.424
B220,0.34,0.513,0.583,0.7,0.616,0.7,0.7,0.615,0.7,0.663,0.536,0.409,0.417,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.404,0.375
B221,0.464,0.51,0.538,0.7,0.7,0.7,0.7,0.651,0.593,0.7,0.502,0.402,0.297,0.2,0.206,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.369,0.5
B222,0.367,0.499,0.587,0.641,0.7,0.7,0.7,0.7,0.7,0.7,0.61,0.406,0.319,0.319,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.206,0.2,0.377
B223,0.34,0.523,0.576,0.637,0.587,0.7,0.7,0.7,0.678,0.695,0.653,0.317,0.447,0.298,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.219,0.31,0.514
B224,0.351,0.518,0.652,0.688,0.622,0.7,0.7,0.7,0.7,0.598,0.61,0.466,0.341,0.294,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.301,0.439
B225,0.403,0.433,0.7,0.625,0.639,0.7,0.687,0.59,0.7,0.652,0.508,0.579,0.323,0.322,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.226,0.292,0.446
B226,0.334,0.631,0.7,0.647,0.7,0.7,0.7,0.7,0.666,0.617,0.569,0.374,0.406,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.344,0.398
B227,0.358,0.543,0.7,0.612,0.7,0.7,0.7,0.568,0.7,0.473,0.565,0.479,0.346,0.308,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.297,0.413
B228,0.386,0.416,0.535,0.628,0.69,0.7,0.7,0.68,0.7,0.573,0.68,0.547,0.352,0.223,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.207,0.288,0.408
B229,0.288,0.564,0.413,0.686,0.685,0.7,0.7,0.7,0.7,0.568,0.528,0.548,0.39,0.329,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.279,0.322
B230,0.419,0.605,0.658,0.7,0.7,0.617,0.655,0.7,0.614,0.53,0.6,0.452,0.279,0.283,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.253,0.216,0.423
B231,0.483,0.479,0.645,0.7,0.7,0.64,0.7,0.663,0.66,0.626,0.591,0.353,0.383,0.272,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.301,0.476
B232,0.47,0.417,0.441,0.499,0.66,0.681,0.7,0.7,0.7,0.682,0.609,0.495,0.265,0.236,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.308,0.419
B233,0.482,0.609,0.7,0.497,0.7,0.7,0.7,0.626,0.7,0.7,0.671,0.392,0.307,0.235,0.204,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.297,0.383
B234,0.269,0.62,0.612,0.7,0.7,0.7,0.7,0.7,0.609,0.556,0.475,0.477,0.247,0.227,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.327,0.438
B235,0.451,0.468,0.642,0.609,0.649,0.7,0.7,0.7,0.612,0.7,0.549,0.434,0.401,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.237,0.336
B236,0.406,0.625,0.567,0.638,0.7,0.672,0.65,0.7,0.7,0.664,0.622,0.495,0.316,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.363,0.386
B237,0.402,0.614,0.651,0.7,0.585,0.7,0.7,0.7,0.7,0.593,0.689,0.355,0.336,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.205,0.276,0.485
B238,0.284,0.509,0.499,0.543,0.7,0.7,0.7,0.7,0.7,0.61,0.699,0.376,0.333,0.221,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.211,0.265,0.444
B239,0.342,0.601,0.696,0.668,0.651,0.672,0.68,0.659,0.612,0.618,0.687,0.369,0.33,0.217,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.332,0.456
B240,0.418,0.458,0.425,0.628,0.7,0.7,0.7,0.7,0.641,0.7,0.64,0.6,0.401,0.26,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.23,0.263,0.379
B241,0.457,0.659,0.7,0.531,0.7,0.7,0.7,0.594,0.599,0.7,0.593,0.524,0.287,0.221,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.339,0.341
B242,0.303,0.571,0.536,0.7,0.7,0.679,0.672,0.7,0.7,0.7,0.573,0.529,0.281,0.325,0.201,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.294,0.484
B243,0.454,0.468,0.475,0.7,0.7,0.7,0.648,0.642,0.581,0.699,0.7,0.446,0.391,0.281,0.206,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.372,0.405
B244,0.5,0.445,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.512,0.397,0.378,0.438,0.244,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.274,0.477
B245,0.316,0.373,0.43,0.7,0.7,0.7,0.609,0.7,0.7,0.64,0.595,0.433,0.358,0.296,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.215,0.288,0.353
B246,0.374,0.548,0.54,0.7,0.7,0.7,0.7,0.7,0.7,0.673,0.577,0.479,0.326,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.244,0.25,0.414
B247,0.313,0.493,0.591,0.7,0.69,0.691,0.7,0.7,0.7,0.623,0.61,0.31,0.47,0.257,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.352,0.464
B248,0.412,0.582,0.457,0.611,0.664,0.7,0.7,0.7,0.7,0.598,0.513,0.447,0.29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.224,0.234,0.319
B249,0.42,0.53,0.452,0.7,0.7,0.696,0.7,0.7,0.646,0.7,0.491,0.489,0.348,0.273,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.272,0.48
B250,0.352,0.429,0.57,0.7,0.7,0.623,0.7,0.602,0.581,0.492,0.618,0.513,0.351,0.297,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.314,0.29
B251,0.417,0.412,0.676,0.7,0.608,0.7,0.7,0.641,0.7,0.566,0.615,0.57,0.39,0.263,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.392,0.33
B252,0.342,0.476,0.7,0.611,0.7,0.6,0.7,0.7,0.7,0.529,0.627,0.401,0.407,0.28,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.259,0.203,0.413
B253,0.48,0.604,0.609,0.7,0.7,0.7,0.7,0.7,0.684,0.699,0.682,0.567,0.376,0.244,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.309,0.353
B254,0.384,0.536,0.5,0.516,0.7,0.7,0.7,0.7,0.665,0.7,0.551,0.442,0.314,0.263,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.275,0.484
B255,0.32,0.627,0.51,0.7,0.686,0.7,0.7,0.7,0.601,0.553,0.583,0.4,0.31,0.254,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.228,0.292,0.419
B256,0.349,0.458,0.451,0.7,0.7,0.7,0.7,0.673,0.554,0.619,0.484,0.482,0.341,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.252,0.473
B257,0.409,0.441,0.573,0.698,0.7,0.7,0.7,0.7,0.56,0.478,0.457,0.352,0.412,0.316,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.202,0.324,0.543
B258,0.357,0.446,0.5,0.7,0.543,0.7,0.7,0.7,0.7,0.517,0.477,0.447,0.337,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.368,0.393
B259,0.479,0.647,0.633,0.606,0.611,0.7,0.668,0.575,0.7,0.641,0.7,0.46,0.284,0.343,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.373,0.465
B260,0.347,0.436,0.553,0.543,0.7,0.7,0.628,0.691,0.573,0.678,0.439,0.546,0.439,0.246,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.227,0.304,0.506
B261,0.53,0.379,0.604,0.7,0.7,0.7,0.668,0.7,0.7,0.541,0.595,0.393,0.357,0.229,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.27,0.221,0.54
B262,0.513,0.471,0.7,0.597,0.7,0.7,0.7,0.7,0.583,0.619,0.561,0.479,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.385,0.43
B263,0.477,0.493,0.449,0.631,0.7,0.698,0.7,0.7,0.644,0.56,0.605,0.458,0.443,0.241,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.25,0.265,0.413
B264,0.437,0.422,0.537,0.7,0.7,0.7,0.7,0.611,0.7,0.641,0.557,0.383,0.322,0.235,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.214,0.268,0.404
B265,0.317,0.439,0.62,0.667,0.698,0.7,0.7,0.7,0.655,0.551,0.446,0.546,0.356,0.231,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.232,0.31,0.431
B266,0.313,0.523,0.48,0.666,0.7,0.7,0.7,0.606,0.685,0.7,0.56,0.441,0.466,0.298,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.24,0.258,0.345
B267,0.359,0.572,0.634,0.7,0.7,0.7,0.633,0.7,0.7,0.671,0.687,0.39,0.391,0.216,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.234,0.306,0.401
B268,0.417,0.624,0.455,0.636,0.7,0.7,0.7,0.7,0.695,0.7,0.662,0.425,0.453,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.365,0.451
B269,0.456,0.537,0.7,0.7,0.7,0.63,0.609,0.7,0.657,0.515,0.615,0.363,0.38,0.205,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.321,0.326
B270,0.428,0.504,0.495,0.592,0.673,0.7,0.7,0.695,0.7,0.476,0.541,0.406,0.409,0.245,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.336,0.358
B271,0.402,0.522,0.672,0.551,0.635,0.7,0.7,0.7,0.658,0.7,0.585,0.367,0.324,0.236,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.331,0.282
B272,0.347,0.586,0.67,0.7,0.7,0.7,0.629,0.7,0.7,0.7,0.578,0.423,0.363,0.292,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.232,0.232,0.468
B273,0.408,0.6,0.598,0.7,0.7,0.563,0.624,0.7,0.7,0.7,0.51,0.528,0.33,0.246,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.306,0.44
B274,0.435,0.405,0.692,0.7,0.7,0.622,0.7,0.7,0.657,0.572,0.457,0.47,0.277,0.258,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.262,0.244,0.425
B275,0.531,0.456,0.549,0.7,0.7,0.7,0.7,0.609,0.7,0.595,0.534,0.372,0.337,0.313,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.389,0.456
B276,0.379,0.505,0.585,0.7,0.7,0.667,0.635,0.7,0.7,0.613,0.631,0.493,0.333,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.226,0.339,0.38
B277,0.477,0.469,0.69,0.7,0.7,0.7,0.7,0.666,0.7,0.691,0.586,0.448,0.377,0.252,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.338,0.442
